S.No.,State Code,State Name (In English),District Code,District Name (In English),Sub-District Code,Sub-District Name (In English),Village Code,Village Version,Village Name (In English),Village Name (In Local),Village Category,Village Status,Census 2001 Code,Census 2011 Code
1,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645012,1,Mus,,Rural,Inhabitant,35700,645012
2,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645013,1,Teetop,,Rural,Inhabitant,35800,645013
3,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645016,1,Kimois,,Rural,Inhabitant,36100,645016
4,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645017,1,Kakana,,Rural,Inhabitant,36200,645017
5,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645020,1,Perka,,Rural,Inhabitant,36500,645020
6,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645021,1,Tamaloo,,Rural,Inhabitant,36600,645021
7,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645022,1,Kinyuka,,Rural,Inhabitant,36700,645022
8,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645023,1,Chuckchucha,,Rural,Inhabitant,36800,645023
9,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645024,1,Tapoiming,,Rural,Inhabitant,36900,645024
10,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645014,1,Sawai,,Rural,Inhabitant,35900,645014
11,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645015,1,Arong,,Rural,Inhabitant,36000,645015
12,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645018,1,Iaf Camp,,Rural,Inhabitant,36300,645018
13,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645019,1,Malacca,,Rural,Inhabitant,36400,645019
14,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645025,1,Big Lapati,,Rural,Inhabitant,37000,645025
15,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645026,1,Small Lapati,,Rural,Inhabitant,37100,645026
16,35,Andaman And Nicobar Islands,603,Nicobars,5916,Car Nicobar,645027,1,Kinmai,,Rural,Inhabitant,37200,645027
17,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645159,1,Elahi/Ilhoya,,Rural,Un-Inhabitant,50000,645159
18,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645190,1,Galathia River (Fc),,Rural,Un-Inhabitant,53000,645190
19,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645205,1,Gol Tikrey,,Rural,Un-Inhabitant,0,645205
20,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645182,1,Hin-Pou-Chi,,Rural,Un-Inhabitant,52200,645182
21,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645151,1,Hoin Incl. Ikuia,,Rural,Un-Inhabitant,49200,645151
22,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645154,1,Hokesiang,,Rural,Un-Inhabitant,49500,645154
23,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645145,1,Inlock/Infock,,Rural,Un-Inhabitant,48600,645145
24,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645157,1,Inlock/Pattia,,Rural,Un-Inhabitant,49800,645157
25,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645160,1,Inod,,Rural,Un-Inhabitant,50100,645160
26,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645177,1,Kasintung,,Rural,Un-Inhabitant,51700,645177
27,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645165,1,Katahu,,Rural,Un-Inhabitant,50600,645165
28,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645149,1,Kiyang,,Rural,Un-Inhabitant,49000,645149
29,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645178,1,Koe,,Rural,Un-Inhabitant,51800,645178
30,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645183,1,Kokeon,,Rural,Un-Inhabitant,52300,645183
31,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645175,1,Kopenheat,,Rural,Un-Inhabitant,51500,645175
32,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645210,1,Lanaya,,Rural,Un-Inhabitant,0,645210
33,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645188,1,Indira Point,,Rural,Un-Inhabitant,52800,645188
34,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645186,1,In-Hig-Loi,,Rural,Un-Inhabitant,52600,645186
35,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645207,1,Lawful,,Rural,Un-Inhabitant,54600,645207
36,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645141,1,Minlana/Minlan,,Rural,Un-Inhabitant,48200,645141
37,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645206,1,Navy Dera,,Rural,Un-Inhabitant,54500,645206
38,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645202,1,Not Yet Named,,Rural,Un-Inhabitant,54200,645202
39,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645203,1,Not Yet Named,,Rural,Un-Inhabitant,54300,645203
40,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645197,1,Not Yet Named (At 27.9 Km)-A,,Rural,Un-Inhabitant,53700,645197
41,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645156,1,Olinchi/Bombay,,Rural,Un-Inhabitant,49700,645156
42,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645181,1,Patatiya,,Rural,Un-Inhabitant,52100,645181
43,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645152,1,Pea,,Rural,Un-Inhabitant,49300,645152
44,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645161,1,Pehayo,,Rural,Un-Inhabitant,50200,645161
45,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645211,1,Pitayo,,Rural,Un-Inhabitant,0,645211
46,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645187,1,Pulobaha,,Rural,Un-Inhabitant,52700,645187
47,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645147,1,Pulobaha/Pathathifen,,Rural,Un-Inhabitant,48800,645147
48,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645170,1,Pulobed,,Rural,Un-Inhabitant,51000,645170
49,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645164,1,Pulobed/Lababu,,Rural,Un-Inhabitant,50500,645164
50,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645180,1,Pulobhabi,,Rural,Un-Inhabitant,52000,645180
51,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645171,1,Pulokunji,,Rural,Un-Inhabitant,51100,645171
52,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645185,1,Pulopucca,,Rural,Un-Inhabitant,52500,645185
53,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645146,1,Pulotalia/Pulotohio,,Rural,Un-Inhabitant,48700,645146
54,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645201,1,Ranganathan Bay,,Rural,Un-Inhabitant,54100,645201
55,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645176,1,Shompen Village-B,,Rural,Un-Inhabitant,51600,645176
56,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645208,1,Trinket Bay,,Rural,Un-Inhabitant,54700,645208
57,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645144,1,Akupa,,Rural,Un-Inhabitant,48500,645144
58,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645168,1,Alexandera River,,Rural,Un-Inhabitant,50800,645168
59,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645142,1,Anul/Anula,,Rural,Un-Inhabitant,48300,645142
60,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645173,1,Renguang,,Rural,Un-Inhabitant,51300,645173
61,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645169,1,Ayouk,,Rural,Un-Inhabitant,50900,645169
62,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645162,1,Bahua,,Rural,Un-Inhabitant,50300,645162
63,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645204,1,Chaw Nallaha,,Rural,Un-Inhabitant,54400,645204
64,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645189,1,Chingen (Incl.Fc At Magar Nalla,,Rural,Un-Inhabitant,52900,645189
65,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645167,1,Dairkurat,,Rural,Un-Inhabitant,50700,645167
66,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645179,1,Danlet,,Rural,Un-Inhabitant,51900,645179
67,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645198,1,Shompen Hut,,Rural,Un-Inhabitant,53800,645198
68,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645172,1,Shompen Village-A,,Rural,Un-Inhabitant,51200,645172
69,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645184,1,Dakhiyon (Fc),,Rural,Un-Inhabitant,52400,645184
70,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645174,1,Dogmar River,,Rural,Un-Inhabitant,51400,645174
71,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645140,1,Pulomilo,,Rural,Inhabitant,48100,645140
72,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645143,1,Makhahu/Makachua,,Rural,Inhabitant,48400,645143
73,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645150,1,Pulloullo/Puloulo,,Rural,Inhabitant,49100,645150
74,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645153,1,Pulobha/Pulobahan,,Rural,Inhabitant,49400,645153
75,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645155,1,Pattia (Pulopattia),,Rural,Inhabitant,49600,645155
76,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645166,1,Afra Bay,,Rural,Inhabitant,0,645166
77,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645194,1,Vijoy Nagar,,Rural,Inhabitant,53400,645194
78,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645199,1,Govinda Nagar,,Rural,Inhabitant,53900,645199
79,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645148,1,Bewai/Kuwak,,Rural,Inhabitant,48900,645148
80,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645158,1,Pulopanja,,Rural,Inhabitant,49900,645158
81,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645191,1,Sastri Nagar,,Rural,Inhabitant,53100,645191
82,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645192,1,Gandhi Nagar,,Rural,Inhabitant,53200,645192
83,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645193,1,Laxmi Nagar,,Rural,Inhabitant,53300,645193
84,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645195,1,Joginder Nagar,,Rural,Inhabitant,53500,645195
85,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645196,1,7 Km Farm,,Rural,Inhabitant,53600,645196
86,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645200,1,Campbell Bay,,Rural,Inhabitant,54000,645200
87,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645209,1,Patisang,,Rural,Inhabitant,0,645209
88,35,Andaman And Nicobar Islands,603,Nicobars,5918,Great Nicobar,645163,3,Kondul,,Rural,Un-Inhabitant,50400,645163
89,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645053,1,Alhitoth/Alhiloth*,,Rural,Un-Inhabitant,39800,645053
90,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645052,1,Alkaipoh/Alkripoh*,,Rural,Un-Inhabitant,39700,645052
91,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645115,1,Alointung*,,Rural,Un-Inhabitant,45600,645115
92,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645035,1,Aloora*,,Rural,Un-Inhabitant,38000,645035
93,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645101,1,Alreak*,,Rural,Un-Inhabitant,44200,645101
94,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645076,1,Alsama*,,Rural,Un-Inhabitant,42100,645076
95,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645074,1,Altaful*,,Rural,Un-Inhabitant,41900,645074
96,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645066,1,Atkuna/Alkun*,,Rural,Un-Inhabitant,41100,645066
97,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645109,1,Bumpal*,,Rural,Un-Inhabitant,45000,645109
98,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645065,1,Chengtamilan*,,Rural,Un-Inhabitant,41000,645065
99,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645059,1,Chonsiyala*,,Rural,Un-Inhabitant,40400,645059
100,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645050,1,Chonghipoh*,,Rural,Un-Inhabitant,39500,645050
101,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645069,1,Hakonhala*,,Rural,Un-Inhabitant,41400,645069
102,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645073,1,Halnatai/Hoinatai*,,Rural,Un-Inhabitant,41800,645073
103,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645087,1,Hindra*,,Rural,Un-Inhabitant,42800,645087
104,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645097,1,Hinnunga*,,Rural,Un-Inhabitant,43800,645097
105,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645102,1,Hintona*,,Rural,Un-Inhabitant,44300,645102
106,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645048,1,Hitlat*,,Rural,Un-Inhabitant,39300,645048
107,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645063,1,Hoipoh*,,Rural,Un-Inhabitant,40800,645063
108,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645060,1,Hontona*,,Rural,Un-Inhabitant,40500,645060
109,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645057,1,Hutnyak*,,Rural,Un-Inhabitant,40200,645057
110,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645123,1,Inmae*,,Rural,Un-Inhabitant,46400,645123
111,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645099,1,Inroak/Chinlak*,,Rural,Un-Inhabitant,44000,645099
112,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645047,1,Jansin*,,Rural,Un-Inhabitant,39200,645047
113,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645038,1,Kalara*,,Rural,Un-Inhabitant,38300,645038
114,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645068,1,Kalminikum/Kalmenkam*,,Rural,Un-Inhabitant,41300,645068
115,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645042,1,Kanahinot,,Rural,Inhabitant,38700,645042
116,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645077,1,Kapanga*,,Rural,Un-Inhabitant,42200,645077
117,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645139,1,Kapila*,,Rural,Un-Inhabitant,48000,645139
118,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645110,1,Karan/Karav*,,Rural,Un-Inhabitant,45100,645110
119,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645054,1,Katahuwa*,,Rural,Un-Inhabitant,39900,645054
120,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645075,1,Kavatinpeu/Karahinpoh*,,Rural,Un-Inhabitant,42000,645075
121,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645134,1,Kuikua*,,Rural,Un-Inhabitant,47500,645134
122,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645061,1,Kulatapangia*,,Rural,Un-Inhabitant,40600,645061
123,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645055,1,Kumikia*,,Rural,Un-Inhabitant,40000,645055
124,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645078,1,Kupinga*,,Rural,Un-Inhabitant,42300,645078
125,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645092,1,Lanuanga*,,Rural,Un-Inhabitant,43300,645092
126,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645086,1,Lapat*,,Rural,Un-Inhabitant,42700,645086
127,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645095,1,Malacca*,,Rural,Un-Inhabitant,43600,645095
128,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645106,1,Manjula*,,Rural,Un-Inhabitant,44700,645106
129,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645064,1,Mapayala*,,Rural,Un-Inhabitant,40900,645064
130,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645112,1,Maru*,,Rural,Un-Inhabitant,45300,645112
131,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645120,1,Masala Tapu*,,Rural,Un-Inhabitant,46100,645120
132,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645049,1,Mavatapis/Maratapia*,,Rural,Un-Inhabitant,39400,645049
133,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645133,1,Mohreak/Kohreakap*,,Rural,Un-Inhabitant,47400,645133
134,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645088,1,Mus*,,Rural,Un-Inhabitant,42900,645088
135,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645090,1,Neang*,,Rural,Un-Inhabitant,43100,645090
136,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645105,1,Neeche Tapu*,,Rural,Un-Inhabitant,44600,645105
137,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645132,1,Nyicalang*,,Rural,Un-Inhabitant,47300,645132
138,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645108,1,Olinpon/Alhinpon*,,Rural,Un-Inhabitant,44900,645108
139,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645107,1,Okiya/Chiya*,,Rural,Un-Inhabitant,44800,645107
140,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645058,1,Ongulongho*,,Rural,Un-Inhabitant,40300,645058
141,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645089,1,Payak*,,Rural,Un-Inhabitant,43000,645089
142,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645070,1,Reakomlong*,,Rural,Un-Inhabitant,41500,645070
143,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645135,1,Safedbalu*,,Rural,Un-Inhabitant,47600,645135
144,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645051,1,Sanaya*,,Rural,Un-Inhabitant,39600,645051
145,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645114,1,Tanae*,,Rural,Un-Inhabitant,45500,645114
146,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645138,1,Tapiang*,,Rural,Un-Inhabitant,47900,645138
147,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645072,1,Tavinkin/Tavakin*,,Rural,Un-Inhabitant,41700,645072
148,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645033,1,Tillang Chong Island*,,Rural,Un-Inhabitant,37800,645033
149,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645118,1,Tomae/Inmae*,,Rural,Un-Inhabitant,45900,645118
150,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645103,1,Uper Tapu*,,Rural,Un-Inhabitant,44400,645103
151,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645137,1,Trinket*,,Rural,Un-Inhabitant,47800,645137
152,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645062,1,Vyavtapu*,,Rural,Un-Inhabitant,40700,645062
153,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645084,1,W.B.Katchal/Hindra*,,Rural,Un-Inhabitant,42500,645084
154,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645071,1,Sonomkuwa*,,Rural,Un-Inhabitant,41600,645071
155,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645067,1,Tani*,,Rural,Un-Inhabitant,41200,645067
156,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645080,1,Upper Katchal,,Rural,Inhabitant,0,645080
157,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645083,1,E-Wall,,Rural,Inhabitant,0,645083
158,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645094,1,Al-Hit-Touch/Balu Basti,,Rural,Inhabitant,43500,645094
159,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645096,1,Champin,,Rural,Inhabitant,43700,645096
160,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645111,1,Daring,,Rural,Inhabitant,45200,645111
161,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645113,1,Chanel/Chanol*,,Rural,Inhabitant,45400,645113
162,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645116,1,Banderkari/Pulu,,Rural,Inhabitant,45700,645116
163,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645121,1,Alukian/Alhukheck,,Rural,Inhabitant,46200,645121
164,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645127,1,Kamorta/Kalatapu(Incl.Sanuh),,Rural,Inhabitant,46800,645127
165,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645129,1,Berainak/Badnak,,Rural,Inhabitant,47000,645129
166,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645131,1,Kakana,,Rural,Inhabitant,47200,645131
167,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645028,1,Tahaila,,Rural,Inhabitant,37300,645028
168,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645029,1,Chongkamong,,Rural,Inhabitant,37400,645029
169,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645031,1,Kuitasuk,,Rural,Inhabitant,37600,645031
170,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645032,1,Raihion,,Rural,Inhabitant,37700,645032
171,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645034,1,Aloorang,,Rural,Inhabitant,37900,645034
172,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645036,1,Enam,,Rural,Inhabitant,38100,645036
173,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645039,1,Chukmachi,,Rural,Inhabitant,38400,645039
174,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645040,1,Safedbalu*,,Rural,Inhabitant,38500,645040
175,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645044,1,Bengali,,Rural,Inhabitant,38900,645044
176,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645045,1,Bompoka Island*,,Rural,Inhabitant,39000,645045
177,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645046,1,Jhoola*,,Rural,Inhabitant,39100,645046
178,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645079,1,Mildera,,Rural,Inhabitant,42400,645079
179,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645030,1,Alhiat,,Rural,Inhabitant,37500,645030
180,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645037,1,Luxi,,Rural,Inhabitant,38200,645037
181,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645041,1,Minyuk,,Rural,Inhabitant,38600,645041
182,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645056,1,Kamriak*,,Rural,Inhabitant,40100,645056
183,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645081,1,Meenakshi Ram Nagar,,Rural,Inhabitant,0,645081
184,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645085,1,Alipa/Alips*,,Rural,Inhabitant,42600,645085
185,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645091,1,Tapong Incl. Kabila,,Rural,Inhabitant,43200,645091
186,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645093,1,Altheak,,Rural,Inhabitant,43400,645093
187,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645098,1,Tapani/Tapainy*,,Rural,Inhabitant,43900,645098
188,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645100,1,Itoi*(Hitui),,Rural,Inhabitant,44100,645100
189,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645104,1,Pilpilow,,Rural,Inhabitant,44500,645104
190,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645117,1,Alpintu/Alpintung*,,Rural,Inhabitant,45800,645117
191,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645119,1,Changua/Changup,,Rural,Inhabitant,46000,645119
192,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645122,1,Knot,,Rural,Inhabitant,46300,645122
193,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645124,1,Payuha,,Rural,Inhabitant,46500,645124
194,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645125,1,Munak Incl. Ponioo/Moul,,Rural,Inhabitant,46600,645125
195,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645126,1,Ramzoo*(Ramjaw),,Rural,Inhabitant,46700,645126
196,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645128,1,Chota Inak,,Rural,Inhabitant,46900,645128
197,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645130,1,Vikas Nagar,,Rural,Inhabitant,47100,645130
198,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645043,3,Kalasi,,Rural,Inhabitant,38800,645043
199,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645082,3,Japan Tikri,,Rural,Inhabitant,0,645082
200,35,Andaman And Nicobar Islands,603,Nicobars,5917,Nancowry,645136,3,Hockook*,,Rural,Un-Inhabitant,47700,645136
201,35,Andaman And Nicobar Islands,632,North And Middle Andaman,5919,Diglipur,645240,1,Borang (Rv),,Rural,Un-Inhabitant,6700,645240
